         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	  2.5344e+06	         704	     6.75442	    -2.93909	   0.0210394	 1.42285e-10	 1.27715e-08	  6.2625e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3221e-04	  7.6408e-02	  5.9835e-06	  2.4974e-02	  3.1515e-03	  3.1515e-03	     -0.2072	      0.0000	      7.8475	     -0.5577	      1.2015	      0.0000	      0.3900	  1.0157e-01	  1.5688e-03	  1.0000e+00	 -2.8133e-06	  1.0005e-01	  4.6135e-05	  9.9954e-02	 -4.6147e-05	  9.6947e-02	 -3.0529e-03	  2.5344e+06	
           1	   2.538e+06	         705	     6.75443	    -2.93907	   0.0210392	 1.41187e-10	 1.26729e-08	  6.2623e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3230e-04	  7.6408e-02	  5.9789e-06	  2.4973e-02	  3.1515e-03	  3.1515e-03	     -0.2063	      0.0000	      7.8472	     -0.5571	      1.2001	      0.0000	      0.3903	  1.0157e-01	  1.5690e-03	  1.0000e+00	 -2.8163e-06	  1.0005e-01	  4.6200e-05	  9.9954e-02	 -4.6212e-05	  9.6947e-02	 -3.0527e-03	  2.5380e+06	
           1	  2.5416e+06	         706	     6.75446	    -2.93903	   0.0210389	 1.40609e-10	  1.2621e-08	  6.2620e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3244e-04	  7.6408e-02	  5.9723e-06	  2.4973e-02	  3.1515e-03	  3.1515e-03	     -0.2411	      0.0000	      7.8468	     -0.5563	      1.1621	      0.0000	      0.3908	  1.0157e-01	  1.5692e-03	  1.0000e+00	 -2.8191e-06	  1.0005e-01	  4.6280e-05	  9.9954e-02	 -4.6291e-05	  9.6948e-02	 -3.0525e-03	  2.5416e+06	
           1	  2.5452e+06	         707	     6.75446	    -2.93903	   0.0210389	 1.41446e-10	 1.26962e-08	  6.2620e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3246e-04	  7.6408e-02	  5.9713e-06	  2.4973e-02	  3.1515e-03	  3.1515e-03	     -0.2056	      0.0000	      7.8468	     -0.5562	      1.1970	      0.0000	      0.3908	  1.0157e-01	  1.5693e-03	  1.0000e+00	 -2.8229e-06	  1.0005e-01	  4.6294e-05	  9.9954e-02	 -4.6306e-05	  9.6948e-02	 -3.0524e-03	  2.5452e+06	
           1	  2.5488e+06	         708	     6.75448	      -2.939	   0.0210387	 1.41102e-10	 1.26653e-08	  6.2617e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3257e-04	  7.6408e-02	  5.9659e-06	  2.4972e-02	  3.1515e-03	  3.1515e-03	     -0.2049	      0.0000	      7.8465	     -0.5555	      1.1951	      0.0000	      0.3912	  1.0157e-01	  1.5695e-03	  1.0000e+00	 -2.8258e-06	  1.0005e-01	  4.6365e-05	  9.9954e-02	 -4.6376e-05	  9.6948e-02	 -3.0522e-03	  2.5488e+06	
           1	  2.5524e+06	         709	     6.75446	    -2.93904	   0.0210388	 1.41948e-10	 1.27413e-08	  6.2619e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3243e-04	  7.6408e-02	  5.9725e-06	  2.4972e-02	  3.1515e-03	  3.1515e-03	     -0.2055	     -0.0000	      7.8468	     -0.5559	      1.1973	      0.0000	      0.3908	  1.0157e-01	  1.5693e-03	  1.0000e+00	 -2.8303e-06	  1.0005e-01	  4.6312e-05	  9.9954e-02	 -4.6324e-05	  9.6948e-02	 -3.0523e-03	  2.5524e+06	
           1	   2.556e+06	         710	     6.75447	    -2.93904	   0.0210387	 1.41163e-10	 1.26708e-08	  6.2619e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3245e-04	  7.6408e-02	  5.9713e-06	  2.4972e-02	  3.1515e-03	  3.1515e-03	     -0.2063	      0.0000	      7.8468	     -0.5557	      1.1960	      0.0000	      0.3908	  1.0157e-01	  1.5693e-03	  1.0000e+00	 -2.8339e-06	  1.0005e-01	  4.6334e-05	  9.9954e-02	 -4.6346e-05	  9.6948e-02	 -3.0522e-03	  2.5560e+06	
           1	  2.5596e+06	         711	     6.75449	      -2.939	   0.0210384	 1.38898e-10	 1.24675e-08	  6.2616e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3260e-04	  7.6408e-02	  5.9642e-06	  2.4972e-02	  3.1515e-03	  3.1515e-03	     -0.2278	      0.0000	      7.8464	     -0.5549	      1.1710	      0.0000	      0.3913	  1.0157e-01	  1.5696e-03	  1.0000e+00	 -2.8366e-06	  1.0005e-01	  4.6421e-05	  9.9954e-02	 -4.6432e-05	  9.6948e-02	 -3.0519e-03	  2.5596e+06	
           1	  2.5632e+06	         712	      6.7545	      -2.939	   0.0210383	 1.41958e-10	 1.27422e-08	  6.2615e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3265e-04	  7.6408e-02	  5.9621e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2460	      0.0000	      7.8462	     -0.5546	      1.1517	      0.0000	      0.3915	  1.0157e-01	  1.5697e-03	  1.0000e+00	 -2.8400e-06	  1.0005e-01	  4.6458e-05	  9.9954e-02	 -4.6469e-05	  9.6948e-02	 -3.0518e-03	  2.5632e+06	
           1	  2.5668e+06	         713	     6.75452	    -2.93898	   0.0210382	 1.39542e-10	 1.25253e-08	  6.2613e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3273e-04	  7.6408e-02	  5.9578e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2039	     -0.0000	      7.8460	     -0.5541	      1.1916	      0.0000	      0.3918	  1.0157e-01	  1.5699e-03	  1.0000e+00	 -2.8432e-06	  1.0005e-01	  4.6511e-05	  9.9953e-02	 -4.6522e-05	  9.6948e-02	 -3.0516e-03	  2.5668e+06	
           1	  2.5704e+06	         714	     6.75452	    -2.93898	   0.0210381	 1.40971e-10	 1.26535e-08	  6.2613e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3274e-04	  7.6408e-02	  5.9575e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2038	      0.0000	      7.8460	     -0.5539	      1.1914	      0.0000	      0.3918	  1.0157e-01	  1.5699e-03	  1.0000e+00	 -2.8467e-06	  1.0005e-01	  4.6529e-05	  9.9953e-02	 -4.6540e-05	  9.6948e-02	 -3.0515e-03	  2.5704e+06	
           1	   2.574e+06	         715	     6.75453	    -2.93897	    0.021038	 1.38822e-10	 1.24606e-08	  6.2612e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3277e-04	  7.6408e-02	  5.9560e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2035	      0.0000	      7.8459	     -0.5537	      1.1910	      0.0000	      0.3919	  1.0157e-01	  1.5700e-03	  1.0000e+00	 -2.8504e-06	  1.0005e-01	  4.6550e-05	  9.9953e-02	 -4.6561e-05	  9.6949e-02	 -3.0515e-03	  2.5740e+06	
           1	  2.5776e+06	         716	     6.75453	    -2.93898	    0.021038	 1.40839e-10	 1.26417e-08	  6.2612e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3273e-04	  7.6408e-02	  5.9576e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2098	      0.0000	      7.8460	     -0.5537	      1.1852	      0.0000	      0.3918	  1.0157e-01	  1.5700e-03	  1.0000e+00	 -2.8543e-06	  1.0005e-01	  4.6548e-05	  9.9953e-02	 -4.6559e-05	  9.6949e-02	 -3.0514e-03	  2.5776e+06	
           1	  2.5812e+06	         717	     6.75454	    -2.93896	   0.0210378	 1.39302e-10	 1.25037e-08	  6.2611e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3282e-04	  7.6408e-02	  5.9532e-06	  2.4971e-02	  3.1515e-03	  3.1515e-03	     -0.2296	      0.0000	      7.8457	     -0.5531	      1.1633	      0.0000	      0.3921	  1.0157e-01	  1.5702e-03	  1.0000e+00	 -2.8573e-06	  1.0005e-01	  4.6607e-05	  9.9953e-02	 -4.6618e-05	  9.6949e-02	 -3.0512e-03	  2.5812e+06	
           1	  2.5848e+06	         718	     6.75455	    -2.93895	   0.0210377	 1.41132e-10	  1.2668e-08	  6.2609e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3287e-04	  7.6408e-02	  5.9507e-06	  2.4970e-02	  3.1516e-03	  3.1516e-03	     -0.2036	     -0.0000	      7.8456	     -0.5527	      1.1879	      0.0000	      0.3923	  1.0157e-01	  1.5703e-03	  1.0000e+00	 -2.8606e-06	  1.0005e-01	  4.6648e-05	  9.9953e-02	 -4.6659e-05	  9.6949e-02	 -3.0511e-03	  2.5848e+06	
           1	  2.5884e+06	         719	     6.75456	    -2.93895	   0.0210376	 1.41217e-10	 1.26756e-08	  6.2609e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3291e-04	  7.6408e-02	  5.9490e-06	  2.4970e-02	  3.1516e-03	  3.1516e-03	     -0.2011	      0.0000	      7.8455	     -0.5524	      1.1895	      0.0000	      0.3924	  1.0157e-01	  1.5704e-03	  1.0000e+00	 -2.8640e-06	  1.0005e-01	  4.6679e-05	  9.9953e-02	 -4.6690e-05	  9.6949e-02	 -3.0510e-03	  2.5884e+06	
           1	   2.592e+06	         720	     6.75457	    -2.93894	   0.0210375	 1.39705e-10	 1.25399e-08	  6.2607e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3297e-04	  7.6408e-02	  5.9461e-06	  2.4970e-02	  3.1516e-03	  3.1516e-03	     -0.2007	      0.0000	      7.8453	     -0.5520	      1.1884	      0.0000	      0.3926	  1.0157e-01	  1.5705e-03	  1.0000e+00	 -2.8674e-06	  1.0005e-01	  4.6719e-05	  9.9953e-02	 -4.6730e-05	  9.6949e-02	 -3.0508e-03	  2.5920e+06	
           1	  2.5956e+06	         721	     6.75457	    -2.93895	   0.0210375	 1.41808e-10	 1.27287e-08	  6.2608e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3294e-04	  7.6408e-02	  5.9473e-06	  2.4970e-02	  3.1516e-03	  3.1516e-03	     -0.2019	      0.0000	      7.8454	     -0.5520	      1.1876	      0.0000	      0.3925	  1.0157e-01	  1.5705e-03	  1.0000e+00	 -2.8713e-06	  1.0005e-01	  4.6717e-05	  9.9953e-02	 -4.6728e-05	  9.6949e-02	 -3.0508e-03	  2.5956e+06	
           1	  2.5992e+06	         722	      6.7546	    -2.93891	   0.0210372	 1.40947e-10	 1.26514e-08	  6.2605e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3308e-04	  7.6408e-02	  5.9406e-06	  2.4969e-02	  3.1516e-03	  3.1516e-03	     -0.2372	     -0.0000	      7.8450	     -0.5512	      1.1490	      0.0000	      0.3930	  1.0157e-01	  1.5707e-03	  1.0000e+00	 -2.8739e-06	  1.0005e-01	  4.6806e-05	  9.9953e-02	 -4.6817e-05	  9.6949e-02	 -3.0505e-03	  2.5992e+06	
           1	  2.6028e+06	         723	     6.75458	    -2.93895	   0.0210373	 1.41874e-10	 1.27346e-08	  6.2607e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3295e-04	  7.6408e-02	  5.9466e-06	  2.4970e-02	  3.1516e-03	  3.1516e-03	     -0.2016	      0.0000	      7.8453	     -0.5517	      1.1873	      0.0000	      0.3925	  1.0157e-01	  1.5705e-03	  1.0000e+00	 -2.8785e-06	  1.0005e-01	  4.6751e-05	  9.9953e-02	 -4.6762e-05	  9.6949e-02	 -3.0506e-03	  2.6028e+06	
           1	  2.6064e+06	         724	     6.75461	     -2.9389	    0.021037	 1.40091e-10	 1.25746e-08	  6.2603e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3314e-04	  7.6408e-02	  5.9377e-06	  2.4969e-02	  3.1516e-03	  3.1516e-03	     -0.2001	      0.0000	      7.8448	     -0.5507	      1.1845	      0.0000	      0.3932	  1.0157e-01	  1.5709e-03	  1.0000e+00	 -2.8810e-06	  1.0005e-01	  4.6858e-05	  9.9953e-02	 -4.6869e-05	  9.6950e-02	 -3.0503e-03	  2.6064e+06	
           1	    2.61e+06	         725	     6.75462	     -2.9389	   0.0210369	 1.42749e-10	 1.28131e-08	  6.2603e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3316e-04	  7.6408e-02	  5.9367e-06	  2.4969e-02	  3.1516e-03	  3.1516e-03	     -0.2308	      0.0000	      7.8448	     -0.5505	      1.1532	      0.0000	      0.3932	  1.0157e-01	  1.5710e-03	  1.0000e+00	 -2.8845e-06	  1.0005e-01	  4.6883e-05	  9.9953e-02	 -4.6893e-05	  9.6950e-02	 -3.0502e-03	  2.6100e+06	
           1	  2.6136e+06	         726	     6.75462	    -2.93891	   0.0210368	 1.42019e-10	 1.27476e-08	  6.2602e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3315e-04	  7.6408e-02	  5.9370e-06	  2.4969e-02	  3.1516e-03	  3.1516e-03	     -0.2408	      0.0000	      7.8448	     -0.5504	      1.1432	      0.0000	      0.3932	  1.0157e-01	  1.5710e-03	  1.0000e+00	 -2.8882e-06	  1.0005e-01	  4.6893e-05	  9.9953e-02	 -4.6904e-05	  9.6950e-02	 -3.0501e-03	  2.6136e+06	
           1	  2.6172e+06	         727	     6.75464	    -2.93887	   0.0210366	 1.38637e-10	 1.24441e-08	  6.2600e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3330e-04	  7.6408e-02	  5.9301e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.2310	      0.0000	      7.8444	     -0.5496	      1.1497	      0.0000	      0.3937	  1.0157e-01	  1.5712e-03	  1.0000e+00	 -2.8908e-06	  1.0005e-01	  4.6980e-05	  9.9953e-02	 -4.6991e-05	  9.6950e-02	 -3.0499e-03	  2.6172e+06	
           1	  2.6208e+06	         728	     6.75465	    -2.93886	   0.0210365	 1.39856e-10	 1.25535e-08	  6.2599e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3334e-04	  7.6408e-02	  5.9280e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.2456	      0.0000	      7.8442	     -0.5492	      1.1339	      0.0000	      0.3939	  1.0157e-01	  1.5714e-03	  1.0000e+00	 -2.8942e-06	  1.0005e-01	  4.7015e-05	  9.9953e-02	 -4.7026e-05	  9.6950e-02	 -3.0497e-03	  2.6208e+06	
           1	  2.6244e+06	         729	     6.75464	    -2.93889	   0.0210366	 1.40073e-10	  1.2573e-08	  6.2600e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3324e-04	  7.6408e-02	  5.9325e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.2392	      0.0000	      7.8445	     -0.5495	      1.1423	      0.0000	      0.3935	  1.0157e-01	  1.5712e-03	  1.0000e+00	 -2.8986e-06	  1.0005e-01	  4.6978e-05	  9.9953e-02	 -4.6989e-05	  9.6950e-02	 -3.0498e-03	  2.6244e+06	
           1	   2.628e+06	         730	     6.75467	    -2.93886	   0.0210363	  1.4136e-10	 1.26885e-08	  6.2598e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3337e-04	  7.6408e-02	  5.9265e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.1989	      0.0000	      7.8441	     -0.5488	      1.1796	      0.0000	      0.3940	  1.0157e-01	  1.5715e-03	  1.0000e+00	 -2.9013e-06	  1.0005e-01	  4.7058e-05	  9.9953e-02	 -4.7069e-05	  9.6950e-02	 -3.0495e-03	  2.6280e+06	
           1	  2.6316e+06	         731	     6.75465	    -2.93889	   0.0210364	 1.40712e-10	 1.26303e-08	  6.2599e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3327e-04	  7.6408e-02	  5.9311e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.2399	      0.0000	      7.8444	     -0.5491	      1.1406	      0.0000	      0.3936	  1.0157e-01	  1.5713e-03	  1.0000e+00	 -2.9057e-06	  1.0005e-01	  4.7021e-05	  9.9953e-02	 -4.7032e-05	  9.6950e-02	 -3.0496e-03	  2.6316e+06	
           1	  2.6352e+06	         732	     6.75466	    -2.93888	   0.0210363	 1.41775e-10	 1.27258e-08	  6.2598e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3334e-04	  7.6408e-02	  5.9278e-06	  2.4968e-02	  3.1516e-03	  3.1516e-03	     -0.1987	      0.0000	      7.8442	     -0.5487	      1.1802	      0.0000	      0.3939	  1.0157e-01	  1.5714e-03	  1.0000e+00	 -2.9091e-06	  1.0005e-01	  4.7061e-05	  9.9953e-02	 -4.7072e-05	  9.6951e-02	 -3.0495e-03	  2.6352e+06	
           1	  2.6388e+06	         733	     6.75469	    -2.93884	    0.021036	 1.40622e-10	 1.26223e-08	  6.2595e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3348e-04	  7.6408e-02	  5.9208e-06	  2.4967e-02	  3.1516e-03	  3.1516e-03	     -0.1969	      0.0000	      7.8438	     -0.5479	      1.1785	      0.0000	      0.3944	  1.0157e-01	  1.5717e-03	  1.0000e+00	 -2.9115e-06	  1.0005e-01	  4.7157e-05	  9.9953e-02	 -4.7168e-05	  9.6951e-02	 -3.0492e-03	  2.6388e+06	
           1	  2.6424e+06	         734	     6.75468	    -2.93887	   0.0210361	 1.41591e-10	 1.27092e-08	  6.2596e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3340e-04	  7.6408e-02	  5.9248e-06	  2.4967e-02	  3.1516e-03	  3.1516e-03	     -0.1987	      0.0000	      7.8440	     -0.5481	      1.1784	      0.0000	      0.3941	  1.0157e-01	  1.5716e-03	  1.0000e+00	 -2.9159e-06	  1.0005e-01	  4.7125e-05	  9.9953e-02	 -4.7135e-05	  9.6951e-02	 -3.0492e-03	  2.6424e+06	
           1	   2.646e+06	         735	     6.75471	    -2.93883	   0.0210357	  1.4247e-10	 1.27881e-08	  6.2593e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3357e-04	  7.6408e-02	  5.9167e-06	  2.4966e-02	  3.1516e-03	  3.1516e-03	     -0.1976	      0.0000	      7.8436	     -0.5472	      1.1755	      0.0000	      0.3946	  1.0157e-01	  1.5719e-03	  1.0000e+00	 -2.9183e-06	  1.0005e-01	  4.7226e-05	  9.9953e-02	 -4.7237e-05	  9.6951e-02	 -3.0489e-03	  2.6460e+06	
           1	  2.6496e+06	         736	      6.7547	    -2.93884	   0.0210358	  1.3976e-10	 1.25449e-08	  6.2593e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3352e-04	  7.6408e-02	  5.9190e-06	  2.4966e-02	  3.1516e-03	  3.1516e-03	     -0.2332	      0.0000	      7.8437	     -0.5473	      1.1409	      0.0000	      0.3945	  1.0157e-01	  1.5719e-03	  1.0000e+00	 -2.9224e-06	  1.0005e-01	  4.7212e-05	  9.9953e-02	 -4.7222e-05	  9.6951e-02	 -3.0489e-03	  2.6496e+06	
           1	  2.6532e+06	         737	     6.75472	    -2.93884	   0.0210356	 1.40472e-10	 1.26088e-08	  6.2592e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3357e-04	  7.6408e-02	  5.9166e-06	  2.4966e-02	  3.1516e-03	  3.1516e-03	     -0.2385	     -0.0000	      7.8436	     -0.5469	      1.1343	      0.0000	      0.3946	  1.0157e-01	  1.5720e-03	  1.0000e+00	 -2.9256e-06	  1.0005e-01	  4.7256e-05	  9.9953e-02	 -4.7266e-05	  9.6951e-02	 -3.0488e-03	  2.6532e+06	
           1	  2.6568e+06	         738	     6.75471	    -2.93886	   0.0210357	 1.40609e-10	 1.26211e-08	  6.2593e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3349e-04	  7.6408e-02	  5.9202e-06	  2.4966e-02	  3.1516e-03	  3.1516e-03	     -0.2114	      0.0000	      7.8438	     -0.5471	      1.1629	      0.0000	      0.3944	  1.0157e-01	  1.5719e-03	  1.0000e+00	 -2.9299e-06	  1.0005e-01	  4.7224e-05	  9.9953e-02	 -4.7234e-05	  9.6951e-02	 -3.0488e-03	  2.6568e+06	
           1	  2.6604e+06	         739	     6.75474	    -2.93882	   0.0210353	 1.39832e-10	 1.25514e-08	  6.2590e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3367e-04	  7.6408e-02	  5.9116e-06	  2.4966e-02	  3.1516e-03	  3.1516e-03	     -0.2450	      0.0000	      7.8433	     -0.5461	      1.1251	      0.0000	      0.3950	  1.0157e-01	  1.5722e-03	  1.0000e+00	 -2.9322e-06	  1.0005e-01	  4.7337e-05	  9.9953e-02	 -4.7347e-05	  9.6952e-02	 -3.0485e-03	  2.6604e+06	
           1	   2.664e+06	         740	     6.75475	     -2.9388	   0.0210352	 1.43281e-10	  1.2861e-08	  6.2588e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3374e-04	  7.6408e-02	  5.9081e-06	  2.4965e-02	  3.1516e-03	  3.1516e-03	     -0.1961	      0.0000	      7.8431	     -0.5456	      1.1723	      0.0000	      0.3952	  1.0157e-01	  1.5724e-03	  1.0000e+00	 -2.9353e-06	  1.0005e-01	  4.7389e-05	  9.9953e-02	 -4.7400e-05	  9.6952e-02	 -3.0483e-03	  2.6640e+06	
           1	  2.6676e+06	         741	     6.75475	    -2.93882	   0.0210352	 1.39763e-10	 1.25452e-08	  6.2589e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3367e-04	  7.6408e-02	  5.9115e-06	  2.4965e-02	  3.1516e-03	  3.1516e-03	     -0.1952	      0.0000	      7.8433	     -0.5458	      1.1746	      0.0000	      0.3950	  1.0157e-01	  1.5723e-03	  1.0000e+00	 -2.9394e-06	  1.0005e-01	  4.7364e-05	  9.9953e-02	 -4.7375e-05	  9.6952e-02	 -3.0483e-03	  2.6676e+06	
           1	  2.6712e+06	         742	     6.75476	    -2.93881	   0.0210351	 1.39499e-10	 1.25215e-08	  6.2588e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3375e-04	  7.6408e-02	  5.9075e-06	  2.4965e-02	  3.1516e-03	  3.1516e-03	     -0.1949	      0.0000	      7.8430	     -0.5453	      1.1729	      0.0000	      0.3953	  1.0157e-01	  1.5725e-03	  1.0000e+00	 -2.9425e-06	  1.0005e-01	  4.7422e-05	  9.9953e-02	 -4.7432e-05	  9.6952e-02	 -3.0481e-03	  2.6712e+06	
           1	  2.6748e+06	         743	     6.75478	    -2.93878	   0.0210349	 1.40771e-10	 1.26356e-08	  6.2586e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3385e-04	  7.6408e-02	  5.9028e-06	  2.4965e-02	  3.1516e-03	  3.1516e-03	     -0.1959	      0.0000	      7.8427	     -0.5447	      1.1695	      0.0000	      0.3956	  1.0157e-01	  1.5727e-03	  1.0000e+00	 -2.9455e-06	  1.0005e-01	  4.7487e-05	  9.9953e-02	 -4.7497e-05	  9.6952e-02	 -3.0479e-03	  2.6748e+06	
           1	  2.6784e+06	         744	     6.75478	    -2.93879	   0.0210348	 1.40646e-10	 1.26244e-08	  6.2585e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3385e-04	  7.6408e-02	  5.9026e-06	  2.4965e-02	  3.1516e-03	  3.1516e-03	     -0.1936	      0.0000	      7.8427	     -0.5446	      1.1716	      0.0000	      0.3956	  1.0157e-01	  1.5727e-03	  1.0000e+00	 -2.9491e-06	  1.0005e-01	  4.7499e-05	  9.9952e-02	 -4.7510e-05	  9.6952e-02	 -3.0478e-03	  2.6784e+06	
           1	   2.682e+06	         745	      6.7548	    -2.93878	   0.0210346	 1.44534e-10	 1.29734e-08	  6.2584e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3391e-04	  7.6408e-02	  5.8998e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.1942	      0.0000	      7.8426	     -0.5441	      1.1695	      0.0000	      0.3958	  1.0157e-01	  1.5728e-03	  1.0000e+00	 -2.9522e-06	  1.0005e-01	  4.7550e-05	  9.9952e-02	 -4.7561e-05	  9.6952e-02	 -3.0477e-03	  2.6820e+06	
           1	  2.6856e+06	         746	      6.7548	    -2.93878	   0.0210346	 1.40674e-10	  1.2627e-08	  6.2583e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3392e-04	  7.6408e-02	  5.8995e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.1949	      0.0000	      7.8425	     -0.5439	      1.1684	      0.0000	      0.3958	  1.0157e-01	  1.5729e-03	  1.0000e+00	 -2.9558e-06	  1.0005e-01	  4.7569e-05	  9.9952e-02	 -4.7579e-05	  9.6952e-02	 -3.0476e-03	  2.6856e+06	
           1	  2.6892e+06	         747	     6.75481	    -2.93877	   0.0210344	 1.40557e-10	 1.26165e-08	  6.2582e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3396e-04	  7.6408e-02	  5.8972e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.1942	      0.0000	      7.8424	     -0.5436	      1.1680	      0.0000	      0.3960	  1.0157e-01	  1.5730e-03	  1.0000e+00	 -2.9591e-06	  1.0005e-01	  4.7605e-05	  9.9952e-02	 -4.7616e-05	  9.6953e-02	 -3.0474e-03	  2.6892e+06	
           1	  2.6928e+06	         748	     6.75481	    -2.93878	   0.0210344	 1.41709e-10	 1.27199e-08	  6.2582e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3395e-04	  7.6408e-02	  5.8979e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.2210	      0.0000	      7.8425	     -0.5435	      1.1413	      0.0000	      0.3959	  1.0157e-01	  1.5730e-03	  1.0000e+00	 -2.9629e-06	  1.0005e-01	  4.7610e-05	  9.9952e-02	 -4.7621e-05	  9.6953e-02	 -3.0474e-03	  2.6928e+06	
           1	  2.6964e+06	         749	     6.75482	    -2.93878	   0.0210343	 1.42687e-10	 1.28076e-08	  6.2582e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3396e-04	  7.6408e-02	  5.8972e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.1936	     -0.0000	      7.8424	     -0.5433	      1.1683	      0.0000	      0.3960	  1.0157e-01	  1.5730e-03	  1.0000e+00	 -2.9665e-06	  1.0005e-01	  4.7631e-05	  9.9952e-02	 -4.7642e-05	  9.6953e-02	 -3.0473e-03	  2.6964e+06	
           1	     2.7e+06	         750	     6.75482	    -2.93878	   0.0210342	 1.41033e-10	 1.26592e-08	  6.2581e-03	  5.1653e-02	  5.0204e-01	  4.4428e-01	  1.3397e-04	  7.6408e-02	  5.8965e-06	  2.4964e-02	  3.1516e-03	  3.1516e-03	     -0.1937	      0.0000	      7.8424	     -0.5431	      1.1677	      0.0000	      0.3960	  1.0157e-01	  1.5731e-03	  1.0000e+00	 -2.9700e-06	  1.0005e-01	  4.7652e-05	  9.9952e-02	 -4.7663e-05	  9.6953e-02	 -3.0472e-03	  2.7000e+06	
