         sim	        time	        step	          pH	          pe	         Alk	      charge	     pct_err	          Ca	          Mg	          Na	          Cl	          Fe	        S(6)	       S(-2)	           C	  Pyrrhotite	d_Pyrrhotite	si_Chamosite(Daphnite)	si_Pyrrhotite	   si_Pyrite	si_Quartz(alpha)	si_Kaolinite	  si_Calcite	 si_Siderite	   k_Calcite	  dk_Calcite	k_Quartz(alpha)	dk_Quartz(alpha)	 k_Kaolinite	dk_Kaolinite	k_Chamosite(Daphnite)	dk_Chamosite(Daphnite)	  k_Siderite	 dk_Siderite	
           1	      169200	          47	     6.80373	      -3.325	   0.0204564	 1.56316e-10	 1.40356e-08	  6.1018e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4369e-07	  7.6409e-02	  2.4852e-03	  2.2412e-02	  6.7189e-04	  6.7189e-04	    -13.3036	      0.0000	      9.7687	     -1.5491	      2.0686	     -0.0000	     -2.2931	  1.0173e-01	  1.7295e-03	  1.0000e+00	 -2.2842e-07	  1.0000e-01	  3.7820e-06	  9.9996e-02	 -4.1109e-06	  9.9348e-02	 -6.5162e-04	  1.6920e+05	
           1	      172800	          48	     6.80337	    -3.32427	   0.0204596	 1.56309e-10	 1.40349e-08	  6.1034e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4516e-07	  7.6409e-02	  2.4710e-03	  2.2427e-02	  6.8614e-04	  6.8614e-04	    -13.2873	      0.0000	      9.7671	     -1.5422	      2.0664	     -0.0000	     -2.2902	  1.0173e-01	  1.7279e-03	  1.0000e+00	 -2.3319e-07	  1.0000e-01	  3.8760e-06	  9.9996e-02	 -4.1986e-06	  9.9335e-02	 -6.6543e-04	  1.7280e+05	
           1	      176400	          49	     6.80302	    -3.32353	   0.0204628	 1.56314e-10	 1.40353e-08	  6.1050e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4666e-07	  7.6409e-02	  2.4567e-03	  2.2443e-02	  7.0038e-04	  7.0038e-04	    -13.2709	     -0.0000	      9.7656	     -1.5353	      2.0643	     -0.0000	     -2.2873	  1.0173e-01	  1.7263e-03	  1.0000e+00	 -2.3796e-07	  1.0000e-01	  3.9698e-06	  9.9996e-02	 -4.2864e-06	  9.9321e-02	 -6.7924e-04	  1.7640e+05	
           1	      180000	          50	     6.80267	     -3.3228	    0.020466	 1.56316e-10	 1.40354e-08	  6.1067e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4817e-07	  7.6409e-02	  2.4425e-03	  2.2458e-02	  7.1462e-04	  7.1462e-04	    -13.2545	      0.0000	      9.7640	     -1.5286	      2.0622	     -0.0000	     -2.2843	  1.0172e-01	  1.7247e-03	  1.0000e+00	 -2.4273e-07	  1.0000e-01	  4.0633e-06	  9.9996e-02	 -4.3742e-06	  9.9307e-02	 -6.9304e-04	  1.8000e+05	
           1	      183600	          51	     6.80231	    -3.32206	   0.0204692	 1.56314e-10	 1.40352e-08	  6.1083e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.4971e-07	  7.6409e-02	  2.4282e-03	  2.2474e-02	  7.2886e-04	  7.2886e-04	    -13.2379	     -0.0000	      9.7624	     -1.5219	      2.0603	     -0.0000	     -2.2814	  1.0172e-01	  1.7231e-03	  1.0000e+00	 -2.4750e-07	  1.0000e-01	  4.1567e-06	  9.9996e-02	 -4.4619e-06	  9.9293e-02	 -7.0684e-04	  1.8360e+05	
           1	      187200	          52	     6.80196	    -3.32132	   0.0204724	  1.5631e-10	 1.40349e-08	  6.1099e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5127e-07	  7.6409e-02	  2.4140e-03	  2.2489e-02	  7.4310e-04	  7.4310e-04	    -13.2213	      0.0000	      9.7608	     -1.5152	      2.0584	     -0.0000	     -2.2784	  1.0172e-01	  1.7215e-03	  1.0000e+00	 -2.5226e-07	  1.0000e-01	  4.2500e-06	  9.9995e-02	 -4.5497e-06	  9.9279e-02	 -7.2064e-04	  1.8720e+05	
           1	      190800	          53	     6.80161	    -3.32058	   0.0204756	 1.56312e-10	 1.40351e-08	  6.1115e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5285e-07	  7.6409e-02	  2.3998e-03	  2.2505e-02	  7.5734e-04	  7.5734e-04	    -13.2046	      0.0000	      9.7592	     -1.5087	      2.0566	     -0.0000	     -2.2754	  1.0172e-01	  1.7198e-03	  1.0000e+00	 -2.5701e-07	  1.0000e-01	  4.3430e-06	  9.9995e-02	 -4.6376e-06	  9.9266e-02	 -7.3444e-04	  1.9080e+05	
           1	      194400	          54	     6.80125	    -3.31984	   0.0204788	 1.56308e-10	 1.40346e-08	  6.1131e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5446e-07	  7.6409e-02	  2.3855e-03	  2.2520e-02	  7.7157e-04	  7.7157e-04	    -13.1878	      0.0000	      9.7575	     -1.5022	      2.0549	     -0.0000	     -2.2724	  1.0172e-01	  1.7182e-03	  1.0000e+00	 -2.6177e-07	  1.0000e-01	  4.4360e-06	  9.9995e-02	 -4.7254e-06	  9.9252e-02	 -7.4824e-04	  1.9440e+05	
           1	      198000	          55	      6.8009	     -3.3191	    0.020482	 1.56301e-10	  1.4034e-08	  6.1147e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5609e-07	  7.6409e-02	  2.3713e-03	  2.2535e-02	  7.8580e-04	  7.8580e-04	    -13.1709	      0.0000	      9.7559	     -1.4958	      2.0532	     -0.0000	     -2.2694	  1.0172e-01	  1.7166e-03	  1.0000e+00	 -2.6652e-07	  1.0000e-01	  4.5287e-06	  9.9995e-02	 -4.8132e-06	  9.9238e-02	 -7.6203e-04	  1.9800e+05	
           1	      201600	          56	     6.80055	    -3.31835	   0.0204852	 1.56305e-10	 1.40344e-08	  6.1163e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5775e-07	  7.6409e-02	  2.3571e-03	  2.2551e-02	  8.0003e-04	  8.0003e-04	    -13.1540	      0.0000	      9.7542	     -1.4895	      2.0516	     -0.0000	     -2.2664	  1.0171e-01	  1.7150e-03	  1.0000e+00	 -2.7126e-07	  1.0000e-01	  4.6214e-06	  9.9995e-02	 -4.9011e-06	  9.9224e-02	 -7.7582e-04	  2.0160e+05	
           1	      205200	          57	      6.8002	    -3.31761	   0.0204884	  1.5631e-10	 1.40348e-08	  6.1180e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.5943e-07	  7.6409e-02	  2.3429e-03	  2.2566e-02	  8.1426e-04	  8.1426e-04	    -13.1370	      0.0000	      9.7526	     -1.4832	      2.0501	     -0.0000	     -2.2633	  1.0171e-01	  1.7134e-03	  1.0000e+00	 -2.7600e-07	  1.0000e-01	  4.7139e-06	  9.9995e-02	 -4.9889e-06	  9.9210e-02	 -7.8961e-04	  2.0520e+05	
           1	      208800	          58	     6.79984	    -3.31686	   0.0204916	 1.56305e-10	 1.40343e-08	  6.1196e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.6113e-07	  7.6409e-02	  2.3286e-03	  2.2582e-02	  8.2848e-04	  8.2848e-04	    -13.1199	      0.0000	      9.7509	     -1.4770	      2.0487	     -0.0000	     -2.2602	  1.0171e-01	  1.7118e-03	  1.0000e+00	 -2.8074e-07	  1.0000e-01	  4.8062e-06	  9.9995e-02	 -5.0768e-06	  9.9197e-02	 -8.0339e-04	  2.0880e+05	
           1	      212400	          59	     6.79949	    -3.31611	   0.0204948	 1.56305e-10	 1.40342e-08	  6.1212e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.6286e-07	  7.6409e-02	  2.3144e-03	  2.2597e-02	  8.4270e-04	  8.4270e-04	    -13.1027	      0.0000	      9.7492	     -1.4709	      2.0473	     -0.0000	     -2.2572	  1.0171e-01	  1.7101e-03	  1.0000e+00	 -2.8548e-07	  1.0000e-01	  4.8985e-06	  9.9995e-02	 -5.1647e-06	  9.9183e-02	 -8.1718e-04	  2.1240e+05	
           1	      216000	          60	     6.79914	    -3.31536	   0.0204981	 1.56301e-10	 1.40339e-08	  6.1228e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.6462e-07	  7.6409e-02	  2.3002e-03	  2.2612e-02	  8.5692e-04	  8.5692e-04	    -13.0855	      0.0000	      9.7475	     -1.4648	      2.0460	     -0.0000	     -2.2541	  1.0171e-01	  1.7085e-03	  1.0000e+00	 -2.9021e-07	  1.0000e-01	  4.9906e-06	  9.9995e-02	 -5.2525e-06	  9.9169e-02	 -8.3096e-04	  2.1600e+05	
           1	      219600	          61	     6.79879	     -3.3146	   0.0205013	 1.56309e-10	 1.40346e-08	  6.1244e-03	  5.1654e-02	  5.0205e-01	  4.4428e-01	  3.6640e-07	  7.6409e-02	  2.2860e-03	  2.2628e-02	  8.7113e-04	  8.7113e-04	    -13.0681	      0.0000	      9.7458	     -1.4588	      2.0447	     -0.0000	     -2.2509	  1.0171e-01	  1.7069e-03	  1.0000e+00	 -2.9494e-07	  1.0001e-01	  5.0826e-06	  9.9995e-02	 -5.3404e-06	  9.9155e-02	 -8.4474e-04	  2.1960e+05	
           1	      223200	          62	     6.79844	    -3.31385	   0.0205045	 1.56306e-10	 1.40343e-08	  6.1261e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.6821e-07	  7.6409e-02	  2.2718e-03	  2.2643e-02	  8.8535e-04	  8.8535e-04	    -13.0508	      0.0000	      9.7441	     -1.4529	      2.0435	     -0.0000	     -2.2478	  1.0171e-01	  1.7052e-03	  1.0000e+00	 -2.9967e-07	  1.0001e-01	  5.1745e-06	  9.9995e-02	 -5.4284e-06	  9.9141e-02	 -8.5851e-04	  2.2320e+05	
           1	      226800	          63	     6.79809	    -3.31309	   0.0205078	 1.56302e-10	 1.40339e-08	  6.1277e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7005e-07	  7.6409e-02	  2.2576e-03	  2.2659e-02	  8.9956e-04	  8.9956e-04	    -13.0333	      0.0000	      9.7423	     -1.4470	      2.0423	     -0.0000	     -2.2447	  1.0170e-01	  1.7036e-03	  1.0000e+00	 -3.0439e-07	  1.0001e-01	  5.2664e-06	  9.9994e-02	 -5.5163e-06	  9.9128e-02	 -8.7229e-04	  2.2680e+05	
           1	      230400	          64	     6.79773	    -3.31233	    0.020511	 1.56296e-10	 1.40333e-08	  6.1293e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7192e-07	  7.6409e-02	  2.2434e-03	  2.2674e-02	  9.1377e-04	  9.1377e-04	    -13.0158	      0.0000	      9.7406	     -1.4412	      2.0412	     -0.0000	     -2.2415	  1.0170e-01	  1.7020e-03	  1.0000e+00	 -3.0911e-07	  1.0001e-01	  5.3581e-06	  9.9994e-02	 -5.6042e-06	  9.9114e-02	 -8.8606e-04	  2.3040e+05	
           1	      234000	          65	     6.79738	    -3.31157	   0.0205142	 1.56296e-10	 1.40333e-08	  6.1310e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7381e-07	  7.6409e-02	  2.2292e-03	  2.2689e-02	  9.2797e-04	  9.2797e-04	    -12.9982	      0.0000	      9.7388	     -1.4354	      2.0402	     -0.0000	     -2.2383	  1.0170e-01	  1.7004e-03	  1.0000e+00	 -3.1382e-07	  1.0001e-01	  5.4497e-06	  9.9994e-02	 -5.6922e-06	  9.9100e-02	 -8.9983e-04	  2.3400e+05	
           1	      237600	          66	     6.79703	     -3.3108	   0.0205175	 1.56295e-10	 1.40331e-08	  6.1326e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7574e-07	  7.6409e-02	  2.2150e-03	  2.2705e-02	  9.4218e-04	  9.4218e-04	    -12.9805	      0.0000	      9.7370	     -1.4298	      2.0391	     -0.0000	     -2.2351	  1.0170e-01	  1.6987e-03	  1.0000e+00	 -3.1853e-07	  1.0001e-01	  5.5412e-06	  9.9994e-02	 -5.7801e-06	  9.9086e-02	 -9.1359e-04	  2.3760e+05	
           1	      241200	          67	     6.79668	    -3.31004	   0.0205207	 1.56296e-10	 1.40332e-08	  6.1342e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7769e-07	  7.6409e-02	  2.2008e-03	  2.2720e-02	  9.5638e-04	  9.5638e-04	    -12.9627	      0.0000	      9.7353	     -1.4241	      2.0382	     -0.0000	     -2.2319	  1.0170e-01	  1.6971e-03	  1.0000e+00	 -3.2324e-07	  1.0001e-01	  5.6326e-06	  9.9994e-02	 -5.8681e-06	  9.9073e-02	 -9.2735e-04	  2.4120e+05	
           1	      244800	          68	     6.79633	    -3.30927	    0.020524	 1.56292e-10	 1.40328e-08	  6.1359e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.7968e-07	  7.6409e-02	  2.1866e-03	  2.2736e-02	  9.7058e-04	  9.7058e-04	    -12.9449	      0.0000	      9.7335	     -1.4186	      2.0372	     -0.0000	     -2.2287	  1.0170e-01	  1.6954e-03	  1.0000e+00	 -3.2794e-07	  1.0001e-01	  5.7240e-06	  9.9994e-02	 -5.9561e-06	  9.9059e-02	 -9.4112e-04	  2.4480e+05	
           1	      248400	          69	     6.79598	     -3.3085	   0.0205273	 1.56288e-10	 1.40324e-08	  6.1375e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.8169e-07	  7.6409e-02	  2.1724e-03	  2.2751e-02	  9.8477e-04	  9.8477e-04	    -12.9270	      0.0000	      9.7316	     -1.4131	      2.0364	     -0.0000	     -2.2254	  1.0169e-01	  1.6938e-03	  1.0000e+00	 -3.3265e-07	  1.0001e-01	  5.8153e-06	  9.9994e-02	 -6.0441e-06	  9.9045e-02	 -9.5487e-04	  2.4840e+05	
           1	      252000	          70	     6.79563	    -3.30773	   0.0205305	 1.56286e-10	 1.40322e-08	  6.1391e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.8374e-07	  7.6409e-02	  2.1582e-03	  2.2766e-02	  9.9897e-04	  9.9897e-04	    -12.9091	      0.0000	      9.7298	     -1.4076	      2.0355	     -0.0000	     -2.2222	  1.0169e-01	  1.6922e-03	  1.0000e+00	 -3.3734e-07	  1.0001e-01	  5.9065e-06	  9.9994e-02	 -6.1321e-06	  9.9031e-02	 -9.6863e-04	  2.5200e+05	
           1	      255600	          71	     6.79528	    -3.30695	   0.0205338	 1.56289e-10	 1.40325e-08	  6.1408e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.8582e-07	  7.6409e-02	  2.1440e-03	  2.2782e-02	  1.0132e-03	  1.0132e-03	    -12.8910	      0.0000	      9.7280	     -1.4022	      2.0347	     -0.0000	     -2.2189	  1.0169e-01	  1.6905e-03	  1.0000e+00	 -3.4204e-07	  1.0001e-01	  5.9976e-06	  9.9994e-02	 -6.2201e-06	  9.9018e-02	 -9.8238e-04	  2.5560e+05	
           1	      259200	          72	     6.79493	    -3.30618	   0.0205371	 1.56293e-10	 1.40328e-08	  6.1424e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.8793e-07	  7.6409e-02	  2.1298e-03	  2.2797e-02	  1.0273e-03	  1.0273e-03	    -12.8729	      0.0000	      9.7261	     -1.3969	      2.0339	     -0.0000	     -2.2156	  1.0169e-01	  1.6889e-03	  1.0000e+00	 -3.4673e-07	  1.0001e-01	  6.0887e-06	  9.9994e-02	 -6.3081e-06	  9.9004e-02	 -9.9613e-04	  2.5920e+05	
           1	      262800	          73	     6.79458	     -3.3054	   0.0205403	 1.56293e-10	 1.40328e-08	  6.1441e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.9007e-07	  7.6409e-02	  2.1156e-03	  2.2813e-02	  1.0415e-03	  1.0415e-03	    -12.8547	      0.0000	      9.7242	     -1.3916	      2.0332	     -0.0000	     -2.2123	  1.0169e-01	  1.6872e-03	  1.0000e+00	 -3.5141e-07	  1.0001e-01	  6.1797e-06	  9.9994e-02	 -6.3961e-06	  9.8990e-02	 -1.0099e-03	  2.6280e+05	
           1	      266400	          74	     6.79423	    -3.30462	   0.0205436	 1.56287e-10	 1.40322e-08	  6.1457e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.9225e-07	  7.6409e-02	  2.1014e-03	  2.2828e-02	  1.0557e-03	  1.0557e-03	    -12.8365	      0.0000	      9.7224	     -1.3864	      2.0324	     -0.0000	     -2.2089	  1.0169e-01	  1.6856e-03	  1.0000e+00	 -3.5609e-07	  1.0001e-01	  6.2706e-06	  9.9994e-02	 -6.4842e-06	  9.8976e-02	 -1.0236e-03	  2.6640e+05	
           1	      270000	          75	     6.79388	    -3.30384	   0.0205469	 1.56289e-10	 1.40323e-08	  6.1474e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.9447e-07	  7.6409e-02	  2.0873e-03	  2.2843e-02	  1.0699e-03	  1.0699e-03	    -12.8182	      0.0000	      9.7205	     -1.3812	      2.0318	     -0.0000	     -2.2056	  1.0168e-01	  1.6839e-03	  1.0000e+00	 -3.6077e-07	  1.0001e-01	  6.3615e-06	  9.9993e-02	 -6.5722e-06	  9.8963e-02	 -1.0374e-03	  2.7000e+05	
           1	      273600	          76	     6.79353	    -3.30305	   0.0205502	 1.56292e-10	 1.40326e-08	  6.1490e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.9672e-07	  7.6409e-02	  2.0731e-03	  2.2859e-02	  1.0841e-03	  1.0841e-03	    -12.7998	     -0.0000	      9.7185	     -1.3761	      2.0311	     -0.0000	     -2.2022	  1.0168e-01	  1.6823e-03	  1.0000e+00	 -3.6545e-07	  1.0001e-01	  6.4523e-06	  9.9993e-02	 -6.6603e-06	  9.8949e-02	 -1.0511e-03	  2.7360e+05	
           1	      277200	          77	     6.79318	    -3.30227	   0.0205535	 1.56285e-10	  1.4032e-08	  6.1507e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  3.9900e-07	  7.6409e-02	  2.0589e-03	  2.2874e-02	  1.0983e-03	  1.0983e-03	    -12.7813	     -0.0000	      9.7166	     -1.3710	      2.0305	     -0.0000	     -2.1988	  1.0168e-01	  1.6806e-03	  1.0000e+00	 -3.7012e-07	  1.0001e-01	  6.5431e-06	  9.9993e-02	 -6.7484e-06	  9.8935e-02	 -1.0648e-03	  2.7720e+05	
           1	      280800	          78	     6.79284	    -3.30148	   0.0205567	 1.56279e-10	 1.40314e-08	  6.1523e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.0132e-07	  7.6409e-02	  2.0447e-03	  2.2889e-02	  1.1124e-03	  1.1124e-03	    -12.7627	      0.0000	      9.7147	     -1.3660	      2.0299	     -0.0000	     -2.1954	  1.0168e-01	  1.6790e-03	  1.0000e+00	 -3.7479e-07	  1.0001e-01	  6.6338e-06	  9.9993e-02	 -6.8365e-06	  9.8921e-02	 -1.0786e-03	  2.8080e+05	
           1	      284400	          79	     6.79249	    -3.30068	     0.02056	 1.56284e-10	 1.40318e-08	  6.1540e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.0369e-07	  7.6409e-02	  2.0306e-03	  2.2905e-02	  1.1266e-03	  1.1266e-03	    -12.7441	     -0.0000	      9.7127	     -1.3610	      2.0293	     -0.0000	     -2.1920	  1.0168e-01	  1.6773e-03	  1.0000e+00	 -3.7945e-07	  1.0001e-01	  6.7244e-06	  9.9993e-02	 -6.9246e-06	  9.8908e-02	 -1.0923e-03	  2.8440e+05	
           1	      288000	          80	     6.79214	    -3.29989	   0.0205633	 1.56278e-10	 1.40312e-08	  6.1556e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.0608e-07	  7.6409e-02	  2.0164e-03	  2.2920e-02	  1.1408e-03	  1.1408e-03	    -12.7254	      0.0000	      9.7107	     -1.3561	      2.0287	     -0.0000	     -2.1885	  1.0168e-01	  1.6757e-03	  1.0000e+00	 -3.8412e-07	  1.0001e-01	  6.8150e-06	  9.9993e-02	 -7.0127e-06	  9.8894e-02	 -1.1060e-03	  2.8800e+05	
           1	      291600	          81	     6.79179	    -3.29909	   0.0205666	 1.56281e-10	 1.40315e-08	  6.1573e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.0852e-07	  7.6409e-02	  2.0022e-03	  2.2936e-02	  1.1549e-03	  1.1549e-03	    -12.7066	      0.0000	      9.7087	     -1.3512	      2.0282	     -0.0000	     -2.1850	  1.0167e-01	  1.6740e-03	  1.0000e+00	 -3.8877e-07	  1.0001e-01	  6.9056e-06	  9.9993e-02	 -7.1008e-06	  9.8880e-02	 -1.1198e-03	  2.9160e+05	
           1	      295200	          82	     6.79144	     -3.2983	   0.0205699	 1.56274e-10	 1.40308e-08	  6.1589e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.1100e-07	  7.6409e-02	  1.9881e-03	  2.2951e-02	  1.1691e-03	  1.1691e-03	    -12.6878	      0.0000	      9.7067	     -1.3464	      2.0277	     -0.0000	     -2.1815	  1.0167e-01	  1.6724e-03	  1.0000e+00	 -3.9343e-07	  1.0001e-01	  6.9961e-06	  9.9993e-02	 -7.1890e-06	  9.8867e-02	 -1.1335e-03	  2.9520e+05	
           1	      298800	          83	     6.79109	    -3.29749	   0.0205732	 1.56278e-10	 1.40311e-08	  6.1606e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.1352e-07	  7.6409e-02	  1.9739e-03	  2.2966e-02	  1.1833e-03	  1.1833e-03	    -12.6688	      0.0000	      9.7047	     -1.3416	      2.0272	     -0.0000	     -2.1780	  1.0167e-01	  1.6707e-03	  1.0000e+00	 -3.9808e-07	  1.0001e-01	  7.0866e-06	  9.9993e-02	 -7.2771e-06	  9.8853e-02	 -1.1472e-03	  2.9880e+05	
           1	      302400	          84	     6.79075	    -3.29669	   0.0205765	 1.56271e-10	 1.40305e-08	  6.1622e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.1608e-07	  7.6409e-02	  1.9598e-03	  2.2982e-02	  1.1974e-03	  1.1974e-03	    -12.6498	      0.0000	      9.7027	     -1.3369	      2.0267	     -0.0000	     -2.1745	  1.0167e-01	  1.6691e-03	  1.0000e+00	 -4.0273e-07	  1.0001e-01	  7.1770e-06	  9.9993e-02	 -7.3653e-06	  9.8839e-02	 -1.1609e-03	  3.0240e+05	
           1	      306000	          85	      6.7904	    -3.29588	   0.0205799	 1.56276e-10	  1.4031e-08	  6.1639e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.1869e-07	  7.6409e-02	  1.9456e-03	  2.2997e-02	  1.2116e-03	  1.2116e-03	    -12.6307	      0.0000	      9.7006	     -1.3322	      2.0263	     -0.0000	     -2.1709	  1.0167e-01	  1.6674e-03	  1.0000e+00	 -4.0737e-07	  1.0001e-01	  7.2674e-06	  9.9993e-02	 -7.4535e-06	  9.8825e-02	 -1.1747e-03	  3.0600e+05	
           1	      309600	          86	     6.79005	    -3.29507	   0.0205832	  1.5627e-10	 1.40303e-08	  6.1656e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.2133e-07	  7.6409e-02	  1.9315e-03	  2.3012e-02	  1.2257e-03	  1.2257e-03	    -12.6115	      0.0000	      9.6985	     -1.3275	      2.0258	     -0.0000	     -2.1673	  1.0167e-01	  1.6657e-03	  1.0000e+00	 -4.1201e-07	  1.0001e-01	  7.3578e-06	  9.9992e-02	 -7.5416e-06	  9.8812e-02	 -1.1884e-03	  3.0960e+05	
           1	      313200	          87	      6.7897	    -3.29426	   0.0205865	 1.56273e-10	 1.40306e-08	  6.1672e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.2403e-07	  7.6409e-02	  1.9173e-03	  2.3028e-02	  1.2399e-03	  1.2399e-03	    -12.5922	      0.0000	      9.6964	     -1.3229	      2.0254	     -0.0000	     -2.1637	  1.0166e-01	  1.6641e-03	  1.0000e+00	 -4.1664e-07	  1.0001e-01	  7.4481e-06	  9.9992e-02	 -7.6298e-06	  9.8798e-02	 -1.2021e-03	  3.1320e+05	
           1	      316800	          88	     6.78936	    -3.29345	   0.0205898	 1.56271e-10	 1.40304e-08	  6.1689e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.2677e-07	  7.6409e-02	  1.9032e-03	  2.3043e-02	  1.2540e-03	  1.2540e-03	    -12.5728	      0.0000	      9.6943	     -1.3184	      2.0250	     -0.0000	     -2.1601	  1.0166e-01	  1.6624e-03	  1.0000e+00	 -4.2128e-07	  1.0001e-01	  7.5384e-06	  9.9992e-02	 -7.7180e-06	  9.8784e-02	 -1.2158e-03	  3.1680e+05	
           1	      320400	          89	     6.78901	    -3.29263	   0.0205931	  1.5627e-10	 1.40302e-08	  6.1706e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.2955e-07	  7.6409e-02	  1.8890e-03	  2.3059e-02	  1.2682e-03	  1.2682e-03	    -12.5533	      0.0000	      9.6922	     -1.3139	      2.0247	     -0.0000	     -2.1564	  1.0166e-01	  1.6607e-03	  1.0000e+00	 -4.2591e-07	  1.0001e-01	  7.6286e-06	  9.9992e-02	 -7.8063e-06	  9.8771e-02	 -1.2295e-03	  3.2040e+05	
           1	      324000	          90	     6.78866	    -3.29181	   0.0205965	 1.56268e-10	   1.403e-08	  6.1722e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.3239e-07	  7.6409e-02	  1.8749e-03	  2.3074e-02	  1.2823e-03	  1.2823e-03	    -12.5337	      0.0000	      9.6900	     -1.3094	      2.0243	     -0.0000	     -2.1527	  1.0166e-01	  1.6591e-03	  1.0000e+00	 -4.3053e-07	  1.0001e-01	  7.7188e-06	  9.9992e-02	 -7.8945e-06	  9.8757e-02	 -1.2432e-03	  3.2400e+05	
           1	      327600	          91	     6.78831	    -3.29099	   0.0205998	 1.56264e-10	 1.40297e-08	  6.1739e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.3527e-07	  7.6409e-02	  1.8608e-03	  2.3089e-02	  1.2964e-03	  1.2964e-03	    -12.5141	      0.0000	      9.6879	     -1.3050	      2.0239	     -0.0000	     -2.1490	  1.0166e-01	  1.6574e-03	  1.0000e+00	 -4.3515e-07	  1.0001e-01	  7.8090e-06	  9.9992e-02	 -7.9827e-06	  9.8743e-02	 -1.2569e-03	  3.2760e+05	
           1	      331200	          92	     6.78797	    -3.29016	   0.0206031	 1.56263e-10	 1.40296e-08	  6.1756e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.3820e-07	  7.6409e-02	  1.8466e-03	  2.3105e-02	  1.3106e-03	  1.3106e-03	    -12.4943	      0.0000	      9.6857	     -1.3006	      2.0236	     -0.0000	     -2.1453	  1.0166e-01	  1.6557e-03	  1.0000e+00	 -4.3977e-07	  1.0001e-01	  7.8992e-06	  9.9992e-02	 -8.0710e-06	  9.8729e-02	 -1.2706e-03	  3.3120e+05	
           1	      334800	          93	     6.78762	    -3.28933	   0.0206064	 1.56261e-10	 1.40293e-08	  6.1772e-03	  5.1654e-02	  5.0204e-01	  4.4428e-01	  4.4118e-07	  7.6409e-02	  1.8325e-03	  2.3120e-02	  1.3247e-03	  1.3247e-03	    -12.4745	      0.0000	      9.6835	     -1.2962	      2.0233	     -0.0000	     -2.1416	  1.0165e-01	  1.6541e-03	  1.0000e+00	 -4.4439e-07	  1.0001e-01	  7.9893e-06	  9.9992e-02	 -8.1592e-06	  9.8716e-02	 -1.2843e-03	  3.3480e+05	
